	Loan_ID	ApplicantIncome	CoapplicantIncome	LoanAmount	Loan_Amount_Term	Credit_History	TotalIncome	LoanAmount_log	TotalIncome_log	Gender_Female	Gender_Male	Married_No	Married_Yes	Dependents_0	Dependents_0	Dependents_1	Dependents_2	Dependents_3+	Education_Graduate	Education_Not Graduate	Self_Employed_No	Self_Employed_Yes	Property_Area_Rural	Property_Area_Semiurban	Property_Area_Urban	predicted_output
351	LP002901	2283	15000	106.0	360.0	1.0	17283	4.663439094112067	9.757478638400492	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0
352	LP002907	5817	910	109.0	360.0	1.0	6727	4.6913478822291435	8.813884558025606	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1
353	LP002920	5119	3769	120.0	360.0	1.0	8888	4.787491742782046	9.092457331319466	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1
354	LP002921	5316	187	158.0	180.0	0.0	5503	5.062595033026967	8.613048677059759	0	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1
355	LP002932	7603	1213	197.0	360.0	1.0	8816	5.2832037287379885	9.084323531392696	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1
356	LP002935	3791	1936	85.0	360.0	1.0	5727	4.442651256490317	8.652947112393857	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1
357	LP002952	2500	0	60.0	360.0	1.0	2500	4.0943445622221	7.824046010856292	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1
358	LP002954	3132	0	76.0	360.0	1.0	3132	4.330733340286331	8.049427057110695	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0
359	LP002962	4000	2667	152.0	360.0	1.0	6667	5.0238805208462765	8.80492526261806	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0
360	LP002965	8550	4255	96.0	360.0	1.0	12805	4.564348191467836	9.457590998633625	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0
361	LP002969	2269	2167	99.0	360.0	1.0	4436	4.59511985013459	8.397508348470257	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1
362	LP002971	4009	1777	113.0	360.0	1.0	5786	4.727387818712341	8.66319648553608	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	1	1
363	LP002975	4158	709	115.0	360.0	1.0	4867	4.74493212836325	8.490233009833455	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1
364	LP002980	3250	1993	126.0	360.0	1.0	5243	4.836281906951478	8.564649132572534	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0
365	LP002986	5000	2393	158.0	360.0	1.0	7393	5.062595033026967	8.9082888855571	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1
366	LP002989	9200	0	98.0	180.0	1.0	9200	4.584967478670572	9.126958763037132	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0
